6,fNullValue,80,80
7,fMessageProvider,81,81
8,fTableOfId,82,82
9,fLocale,83,83
10,fFacetsDefined,86,86
11,fLength,87,87
12,fEnumeration,88,88
13,IDREF_STORE,90,90
14,ID_CLEAR,91,91
